,CC16_302,CC16_303,CC16_304,CC16_307,CC16_320a,CC16_320b,CC16_320c,CC16_320d,CC16_320e,CC16_320f,CC16_320g,CC16_320h,CC16_330a,CC16_330b,CC16_330d,CC16_330e,CC16_331_1,CC16_331_2,CC16_331_3,CC16_331_7,CC16_331_9,CC16_332a,CC16_332b,CC16_332c,CC16_332d,CC16_332e,CC16_332f,CC16_333a,CC16_333b,CC16_333c,CC16_333d,CC16_334a,CC16_334b,CC16_334c,CC16_334d,CC16_335,CC16_351B,CC16_351E,CC16_351F,CC16_351G,CC16_351H,CC16_351I,CC16_351K
302148109,3.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
302150847,4.0,3.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
302151613,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302151698,3.0,4.0,3.0,0.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
302151736,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302151937,1.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1,1,1,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302154399,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1,1,1,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
302154581,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0,1,0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
302154690,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302155714,2.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0,1,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
302155788,2.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
302158245,3.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
302158309,1.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0,0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302158662,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302158672,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
302159167,1.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0,1,0,1,1,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302159989,3.0,4.0,2.0,0.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,1,1,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
302162250,3.0,2.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
302165790,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
302165800,1.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302172176,2.0,4.0,1.0,0.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
302178124,0.0,1.0,,1.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0,0,0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302179253,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0,1,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
302180258,2.0,2.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
302182547,2.0,2.0,2.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302189186,2.0,1.0,,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302199777,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
302199830,2.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302202014,3.0,1.0,,1.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
302202043,2.0,1.0,,0.0,3.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
302202069,1.0,2.0,,1.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302204551,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302204572,1.0,1.0,,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
302204598,1.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302204630,2.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
302206522,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302206601,2.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
302206634,2.0,3.0,,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302208897,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
302208974,3.0,0.0,,0.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1,1,1,0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
302211043,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302212635,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302213233,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302215414,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
302215718,3.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
302215755,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302215758,,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302215937,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
302217907,4.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1,0,1,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
302218157,1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302218186,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
302219562,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
302220094,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302222223,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
302222406,1.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
302224154,3.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
302224222,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
302224241,3.0,4.0,,0.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
302225691,3.0,2.0,,0.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
302225993,2.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302228151,1.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1,1,0,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
302230831,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
302234190,3.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0,1,0,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
302238808,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
302244989,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,1,1,0,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
302245024,,1.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
302245768,3.0,2.0,3.0,1.0,0.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302247004,3.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302247320,3.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
302247578,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302251611,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302252078,2.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
302252115,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
302252285,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
302252288,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302252441,,2.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
302252451,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
302252727,1.0,4.0,1.0,3.0,0.0,3.0,2.0,2.0,4.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,1,0,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
302252763,1.0,0.0,,1.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302255228,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302255258,2.0,2.0,,0.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
302255367,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
