"","CC302","CC304","CC302a","CC305","CC306","CC308a","CC308b","CC308c","CC320","CC321","CC322_1","CC322_2","CC322_3","CC322_4","CC322_5","CC322_6","CC324","CC325","CC326","CC327","CC332A","CC332B","CC332C","CC332D","CC332E","CC332F","CC332G","CC332H","CC332I","CC332J"
"161470555",5,4,5,2,1,4,4,2,3,4,2,1,2,2,2,1,2,4,1,4,,1,,1,1,2,1,1,2,1
"161470597",4,5,5,1,1,3,4,4,2,1,2,1,1,1,1,1,4,2,1,4,2,1,2,2,2,2,1,2,2,1
"161470912",5,4,4,1,1,4,3,3,1,2,1,1,1,2,2,2,4,4,1,4,1,2,1,2,1,1,2,1,2,1
"161471162",4,4,6,1,2,3,4,2,1,2,1,1,1,1,1,2,3,1,1,4,2,1,2,2,2,1,2,1,1,1
"161472963",2,2,1,1,2,1,4,4,1,1,2,2,1,1,2,2,4,1,1,3,2,1,2,2,2,1,2,2,1,1
"161473276",4,4,4,1,2,4,4,3,3,3,2,2,2,2,1,2,4,5,2,4,2,2,1,1,1,1,1,1,2,1
"161475058",2,5,6,2,2,2,4,5,1,1,2,1,1,2,1,1,4,3,2,2,2,2,,,2,1,,1,1,1
"161475404",4,2,4,1,1,4,3,3,2,4,2,1,1,1,1,1,1,4,2,4,2,2,1,2,1,2,1,1,2,1
"161475450",3,3,3,3,2,4,3,2,1,2,1,1,2,1,2,2,4,4,2,3,1,1,1,2,1,2,1,1,2,1
"161475628",2,3,2,1,1,2,4,2,1,2,2,2,2,2,2,1,4,1,1,2,2,1,2,2,2,2,2,2,1,1
"161477615",4,3,4,1,2,4,4,4,3,3,2,1,2,1,1,1,2,4,2,3,1,2,,1,1,1,1,1,2,1
"161477818",3,5,3,1,1,4,3,3,2,5,1,1,1,1,2,2,3,3,2,3,2,1,2,2,2,2,1,1,2,1
"161479814",4,4,4,2,2,4,2,2,1,3,2,1,1,1,2,1,2,5,2,4,2,1,1,2,1,1,1,,2,2
"161479898",4,2,3,3,3,4,3,5,3,4,2,1,1,1,1,1,4,4,2,4,1,1,2,2,2,2,1,,2,
"161481815",5,4,6,1,2,4,4,3,2,3,2,1,1,1,1,1,2,4,2,4,,1,,1,1,1,1,1,2,2
"161483198",2,3,2,1,3,2,4,4,1,2,1,2,2,1,2,2,4,2,1,2,2,2,1,2,2,1,2,2,1,1
"161483636",4,3,4,3,3,4,3,3,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,,2,1
"161483874",2,3,2,1,1,1,4,3,1,1,1,2,2,2,2,2,4,1,1,2,2,1,2,2,2,1,2,,1,1
"161486294",2,2,2,1,3,1,3,2,1,1,2,2,2,2,2,2,4,1,1,2,2,1,1,2,2,2,2,1,1,1
"161487371",4,5,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,1,1
"161489569",5,3,5,1,1,4,4,4,3,4,2,1,1,1,1,1,3,5,1,4,2,2,1,1,2,1,2,1,2,1
"161493795",5,5,5,2,2,4,1,2,1,3,2,1,1,1,2,1,,3,2,2,2,1,1,2,1,2,1,1,2,1
"161497575",2,5,1,1,1,2,3,3,1,2,1,2,2,2,2,2,4,5,2,1,,1,1,2,2,1,2,1,1,1
"161501038",4,3,4,2,3,3,4,2,3,2,1,2,2,2,2,2,3,3,1,2,2,2,2,2,2,1,1,1,1,1
"161501240",4,4,4,1,1,4,4,4,3,4,2,1,1,1,1,1,3,4,1,4,2,2,1,2,1,1,1,1,2,1
"161501385",2,4,2,3,1,1,4,3,1,1,1,2,2,2,2,2,4,1,1,1,2,2,1,2,2,1,2,2,1,1
"161503569",2,1,1,1,2,2,4,2,1,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1
"161511531",4,3,5,2,2,4,2,2,3,4,2,1,2,1,2,1,2,4,2,4,,,,,1,1,1,,2,
"161511720",2,3,3,1,3,1,4,3,1,1,2,2,2,1,2,2,4,3,1,2,2,1,1,2,2,2,2,1,1,1
"161512305",4,3,3,2,2,4,4,4,3,3,1,1,1,1,2,1,2,2,2,4,2,2,2,2,1,2,1,1,2,1
"161515331",3,1,3,3,3,3,4,2,3,4,1,2,2,1,1,1,2,3,2,4,1,1,2,2,1,1,1,1,2,1
"161515345",3,5,2,3,3,1,3,3,1,1,1,2,2,2,2,2,4,1,1,3,2,1,1,2,2,1,2,1,1,1
"161515767",5,2,4,2,2,4,4,4,3,3,1,1,2,1,2,1,4,4,1,3,2,2,1,2,1,2,1,1,2,1
"161515775",4,3,4,2,1,2,4,3,3,4,1,2,1,1,1,2,2,1,1,4,1,2,1,2,1,1,2,1,1,1
"161515843",2,2,3,1,1,3,4,4,1,2,1,2,2,1,2,2,4,2,1,3,2,2,2,2,2,1,2,2,1,1
"161516025",4,4,2,1,1,1,2,2,3,1,1,2,2,2,2,2,4,1,1,1,2,2,2,2,1,2,2,,2,1
"161527283",5,5,4,2,1,4,4,4,3,5,2,1,1,1,2,1,3,5,2,4,2,2,1,1,1,2,2,1,2,2
"161529577",3,3,3,1,1,2,4,2,1,1,1,2,2,2,2,2,4,2,1,3,2,1,1,2,2,2,2,1,1,1
"161529934",5,3,3,2,2,4,3,3,3,3,2,1,1,1,1,1,2,4,2,4,1,2,2,2,1,2,1,1,1,1
"161530768",5,3,5,2,1,4,3,4,3,5,1,1,2,2,2,2,2,5,2,4,1,2,1,2,1,2,1,1,2,2
"161533823",4,3,4,2,2,4,2,4,3,4,2,1,1,1,1,1,1,4,2,4,1,1,2,2,1,2,1,1,2,2
"161544138",3,5,2,1,1,1,4,4,1,2,1,2,2,2,2,2,4,3,1,1,2,1,2,2,1,1,2,2,1,1
"161549878",3,4,3,1,2,2,4,5,1,2,1,2,2,2,2,2,4,3,1,3,2,1,2,2,2,1,2,1,1,1
"161553075",3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,5,2,3,2,1,2,2,2,2,1,,2,2
"161555105",1,1,1,1,1,1,4,3,1,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,1,2,2,1,1
"161556189",1,1,1,1,1,1,4,2,1,2,1,2,2,2,2,2,2,5,2,3,2,2,1,2,2,1,2,2,1,2
"161559788",3,3,3,2,2,4,4,2,3,4,2,1,2,2,2,1,4,4,2,4,1,1,2,1,1,1,1,1,2,2
"161560335",2,4,2,1,1,1,3,2,1,2,1,2,2,2,2,2,4,2,1,3,2,2,1,2,2,2,2,1,1,1
"161560543",2,3,2,1,1,2,3,4,1,3,2,1,1,1,1,1,3,3,2,2,2,2,2,2,2,1,2,1,1,1
"161564406",5,5,3,3,2,4,4,2,3,2,1,1,1,1,1,1,1,3,2,4,2,2,1,2,1,1,1,,2,2
"161564476",4,5,6,1,3,3,3,3,3,2,2,2,2,2,2,1,4,3,1,3,2,1,2,1,1,1,1,1,2,1
"161565558",2,2,1,1,2,1,4,2,1,2,2,1,2,1,2,2,4,4,2,1,2,2,2,1,2,1,2,2,1,1
"161565687",3,3,3,1,1,2,2,2,1,4,2,1,1,1,2,2,2,5,1,4,2,2,1,1,2,2,2,2,1,1
"161567961",3,5,1,1,1,1,3,3,2,2,1,1,1,1,1,1,4,3,2,1,2,1,2,2,2,1,1,2,1,1
"161568008",5,5,5,2,2,4,3,3,3,5,2,1,1,1,1,1,1,5,2,4,1,2,1,1,1,1,1,1,2,2
"161568460",5,3,5,1,2,4,4,2,1,2,2,1,1,1,1,1,4,3,2,4,1,1,2,1,1,1,2,,2,1
"161568480",2,2,3,1,2,2,4,4,1,1,1,2,2,1,2,2,4,1,1,2,2,1,1,2,2,1,2,2,1,1
"161568653",3,3,3,1,1,2,4,4,3,1,1,2,2,1,2,1,4,2,1,2,2,1,2,2,2,,2,2,1,1
"161568705",2,1,2,1,1,2,3,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"161568764",4,5,4,1,1,4,4,4,3,2,1,2,2,1,2,2,4,5,1,2,2,2,1,2,2,2,2,1,1,1
"161569003",2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1
"161570462",5,4,5,2,2,4,4,4,3,4,2,1,1,1,2,2,1,5,2,3,2,1,1,2,1,2,1,,2,2
"161571066",5,2,4,2,1,4,3,3,3,4,2,1,2,1,2,1,2,4,2,4,2,2,1,1,1,2,1,1,2,1
"161571124",2,2,2,1,1,2,4,3,1,1,1,2,2,2,2,2,4,3,1,1,2,1,2,2,2,1,2,2,1,1
"161571191",5,4,5,1,1,4,3,4,1,3,2,1,1,1,2,2,2,2,2,3,2,1,1,2,1,2,2,1,1,1
"161573450",2,3,2,2,2,2,4,3,1,2,1,1,1,1,2,2,3,2,2,3,2,1,1,2,2,1,2,2,1,1
"161573634",4,3,6,3,3,4,3,3,3,3,2,1,1,1,1,1,2,4,2,3,1,2,2,1,1,2,1,1,2,2
"161574397",2,3,1,1,3,1,4,3,1,1,1,2,2,2,2,2,4,2,1,2,2,1,2,2,2,1,2,1,1,1
"161575484",2,5,2,1,1,2,3,2,1,4,2,2,2,1,1,1,4,3,1,4,2,1,2,2,1,2,1,1,1,1
"161575591",2,2,2,1,1,2,4,2,1,3,1,2,2,1,2,2,4,3,1,3,2,1,2,2,2,1,2,,1,1
"161576269",2,3,2,1,3,1,4,4,1,1,1,2,2,2,2,2,4,2,1,1,2,1,1,2,2,1,2,1,1,1
"161576330",2,3,2,1,2,2,4,3,1,2,1,2,2,2,2,2,4,3,1,3,2,2,2,2,2,2,2,1,1,1
"161576547",2,2,2,1,1,1,4,2,1,2,1,2,2,1,2,2,4,1,1,3,2,2,2,2,2,2,2,,1,1
"161576747",4,4,6,3,3,4,3,3,3,3,2,1,1,1,2,2,,4,2,3,1,2,,,1,,1,1,2,2
"161578372",5,5,6,2,1,4,2,4,2,3,1,2,2,2,2,2,1,4,2,4,2,2,2,1,1,1,1,,2,2
"161578603",2,3,2,1,2,1,4,3,1,2,1,2,2,1,2,1,4,3,,1,2,1,2,2,2,1,2,,1,
"161578646",4,3,3,2,1,4,3,2,3,3,2,1,1,1,2,1,2,4,2,4,2,1,1,2,1,2,1,,2,2
"161579025",5,5,4,2,1,4,4,4,2,4,2,1,1,2,1,1,1,4,2,4,1,2,2,1,1,2,1,1,2,2
"161579384",4,2,3,1,2,4,4,2,3,3,2,1,1,1,2,1,1,3,2,4,2,1,1,2,1,2,1,1,2,2
"161579623",5,4,6,2,1,4,2,4,2,5,2,1,1,1,1,1,2,4,2,4,2,2,1,2,1,2,1,,2,2
"161579933",4,3,6,1,1,4,3,3,2,2,2,1,1,1,1,2,3,3,2,4,1,2,1,2,2,1,1,2,1,1
"161579949",5,3,6,1,1,4,4,4,3,1,1,1,1,1,1,1,3,3,1,4,1,1,1,2,2,1,1,1,2,1
"161582008",4,2,4,1,1,4,4,3,3,3,2,1,1,1,1,1,4,3,2,4,2,2,,,2,2,1,1,2,2
"161582204",2,4,2,1,1,3,4,4,1,1,1,2,2,1,2,2,4,1,1,3,2,1,,,2,2,2,2,1,1
"161582805",4,4,2,1,1,4,4,3,2,3,2,1,1,2,1,1,2,3,2,3,1,1,1,1,1,1,1,1,2,2
"161582908",1,1,1,2,2,1,1,1,1,4,2,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1
"161584592",3,2,2,2,2,1,5,5,1,2,2,1,2,2,2,2,4,4,1,1,2,1,1,2,2,1,2,1,1,1
"161585069",3,3,3,2,3,1,4,4,1,1,2,1,1,1,2,2,4,2,1,2,2,2,2,2,2,2,2,1,1,1
"161585313",3,5,3,2,2,4,3,5,2,3,1,1,2,2,2,1,3,3,1,4,2,2,1,1,2,1,1,1,2,1
"161586165",1,5,1,1,2,1,4,4,1,1,1,2,2,1,2,2,4,4,1,1,2,1,1,2,,,2,1,1,1
"161586917",3,4,3,1,1,2,3,3,1,1,2,2,2,1,1,2,4,3,1,3,2,1,1,2,2,2,1,,1,1
"161587601",5,3,4,2,2,4,3,3,3,4,2,1,1,1,2,1,3,3,2,4,2,2,1,1,1,1,1,1,2,2
"161588031",4,2,3,2,2,4,3,2,1,1,2,1,2,1,1,1,1,3,2,2,1,1,2,2,1,1,2,1,1,2
"161588552",5,5,3,2,2,4,4,3,3,4,2,1,1,1,2,2,2,4,2,4,2,2,2,1,1,1,1,1,2,2
"161588725",2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,4,1,1,3,2,2,2,2,2,2,2,2,1,1
"161590923",2,1,2,1,2,1,4,2,1,1,1,2,2,1,2,2,4,2,1,2,2,1,1,2,2,1,2,1,1,1
"161591507",2,3,2,1,1,1,4,4,1,1,1,2,2,1,2,2,4,1,1,1,2,2,1,2,2,2,2,2,1,1
"161591718",2,3,2,1,1,2,4,4,1,2,2,2,2,1,2,2,4,3,1,2,2,1,2,2,2,1,2,2,1,1
"161591798",4,3,4,1,1,4,4,4,2,4,2,2,2,1,1,1,4,4,2,4,2,2,1,1,1,2,1,1,2,2
"161592048",5,5,5,2,2,4,4,3,2,5,2,1,1,1,1,1,1,5,2,4,2,1,1,1,1,1,1,1,2,2
"161594014",4,5,6,3,1,4,3,3,3,4,2,1,1,1,2,1,2,4,2,4,1,2,2,1,1,2,1,1,2,
"161594689",1,2,1,1,1,1,4,4,1,1,1,2,2,2,2,2,4,1,1,2,2,1,2,2,1,1,2,1,1,1
"161596716",2,2,2,1,3,1,4,4,1,1,2,2,2,1,2,2,4,1,1,2,2,1,1,2,2,2,2,2,1,1
"161596856",5,4,5,2,2,4,3,4,3,3,2,1,1,1,1,1,2,4,1,4,1,2,1,2,1,1,1,1,2,1
"161596947",2,1,2,3,3,2,3,3,1,3,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2
"161597053",3,5,2,1,1,2,4,4,1,1,1,2,2,2,2,2,4,3,1,2,2,2,2,2,2,1,2,2,1,1
"161597394",4,3,3,1,1,4,3,4,3,1,1,2,1,1,1,2,2,2,2,3,2,2,2,2,1,2,1,,2,1
"161597692",4,4,4,3,3,4,3,3,1,4,2,1,1,1,1,1,2,5,1,2,2,2,1,1,1,2,2,1,1,1
"161598095",3,3,3,2,1,2,3,1,1,2,1,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,2,1,1
"161598181",5,5,5,2,1,4,3,3,3,5,2,1,2,1,1,1,2,5,2,4,2,1,1,2,1,1,1,,2,1
"161598659",4,3,4,3,3,5,5,5,1,1,1,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2,1,2,1,1
"161598934",2,3,2,1,1,1,4,4,1,2,1,1,2,1,2,2,3,3,2,1,2,1,1,2,2,1,2,1,1,1
"161599624",2,2,2,2,2,1,1,2,2,4,2,2,2,1,2,2,2,2,2,3,1,2,2,1,1,1,1,1,2,1
"161599900",2,2,2,1,1,1,4,2,3,2,1,2,2,1,2,2,4,3,1,2,2,2,2,2,2,1,2,1,1,1
"161600500",5,5,4,2,1,4,4,4,2,3,2,1,1,1,1,1,4,4,2,4,2,2,1,2,1,2,1,1,2,1
"161602889",5,4,6,3,2,4,5,3,3,4,2,1,1,1,2,1,1,1,2,4,2,1,1,2,1,2,1,1,2,2
"161603753",5,4,5,2,2,4,4,4,1,3,2,2,1,2,2,2,4,4,2,4,2,2,2,2,2,2,1,1,2,2
"161603912",1,1,1,3,2,1,4,4,1,1,1,2,2,2,2,2,4,2,1,4,2,2,1,2,2,2,2,2,1,1
"161604103",2,2,2,1,1,1,3,3,1,1,1,1,2,1,2,1,3,2,1,3,2,2,1,2,2,1,2,2,1,1
"161604219",2,2,2,1,1,2,4,3,1,2,1,2,2,1,2,2,4,3,1,3,2,2,1,2,2,2,2,2,1,1
"161606029",2,2,1,1,2,1,4,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1
"161606031",4,3,4,3,3,4,4,3,3,2,2,2,2,2,1,1,3,4,2,2,2,1,2,2,2,2,1,2,2,1
"161606419",5,3,3,2,2,4,4,4,2,2,2,1,1,1,2,1,2,4,2,4,1,2,1,1,1,1,1,1,2,2
"161606624",2,3,2,1,1,1,4,2,3,1,1,1,1,2,2,2,2,2,1,3,2,1,1,2,1,1,2,2,1,1
"161606638",4,3,4,1,2,4,3,2,3,5,1,2,2,1,1,2,4,5,2,4,1,1,2,1,2,2,1,1,2,1
"161606729",5,2,2,2,2,4,3,3,3,4,2,1,1,1,2,1,2,4,2,4,1,1,1,1,1,2,1,1,2,2
"161608289",3,4,3,2,2,3,5,5,3,2,1,2,2,2,2,2,1,4,2,3,1,2,1,2,1,2,,1,2,2
"161608475",3,3,3,2,2,2,2,2,3,3,2,1,2,2,2,2,4,4,1,3,2,1,1,2,1,2,2,1,2,1
"161608752",4,4,3,1,2,2,4,2,1,2,2,1,1,2,2,2,4,5,1,3,2,2,1,2,2,2,1,1,2,1
"161609035",4,3,3,2,2,4,4,3,3,4,2,1,2,2,1,1,2,5,2,3,2,1,1,2,1,1,1,,2,2
"161609974",4,4,4,1,1,2,3,2,1,1,1,2,2,2,2,1,4,1,1,2,2,2,1,2,2,1,2,1,1,1
"161609986",2,5,3,2,2,1,3,3,1,1,2,2,2,1,2,2,4,5,1,3,2,2,2,2,2,2,2,1,1,1
"161610192",5,2,5,2,1,4,4,4,2,3,2,1,1,1,1,1,2,3,2,3,2,2,2,2,1,2,1,,2,2
"161611387",4,4,4,1,2,4,3,3,2,4,2,1,1,1,1,1,2,4,2,4,1,1,1,1,1,2,1,1,2,2
"161611589",2,3,2,1,1,1,3,2,1,1,1,2,1,2,2,2,4,3,1,2,2,2,2,2,2,2,,,1,1
"161611742",4,4,4,2,1,4,4,3,2,3,2,1,1,1,1,1,3,4,2,3,1,2,1,2,1,1,1,1,2,1
"161612001",3,4,3,1,1,2,4,3,1,1,1,2,2,2,2,2,3,1,1,2,2,1,1,2,2,1,2,,1,1
"161614437",2,2,6,1,3,1,4,4,1,1,2,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,1
"161614457",5,2,4,3,3,4,4,2,1,3,2,1,1,1,1,2,2,4,1,2,2,2,2,2,2,1,1,1,2,2
"161615296",2,4,2,1,1,2,4,2,3,2,2,1,1,1,1,1,3,4,1,3,2,1,2,2,2,1,2,1,1,1
"161615996",2,4,2,1,1,1,4,4,1,1,1,2,2,2,2,2,4,2,1,2,2,2,1,2,2,1,,,1,1
"161616366",2,3,2,3,1,1,2,3,2,1,1,2,2,2,2,2,4,1,1,2,2,1,1,2,2,1,2,2,1,1
"161616770",5,5,5,2,2,4,1,4,2,5,2,1,1,1,1,1,4,5,2,4,1,1,1,1,1,1,1,1,2,2
"161616876",4,4,3,2,2,4,3,2,2,5,2,1,1,1,1,1,2,4,2,4,1,1,2,1,1,1,1,1,2,2
"161617115",2,2,2,1,3,2,4,3,3,2,2,2,2,1,2,2,4,2,1,2,2,1,2,2,2,2,2,1,1,1
"161617275",2,3,2,1,1,1,4,4,1,1,1,2,2,2,2,2,4,1,1,1,2,2,1,2,2,2,2,2,1,1
"161617450",2,4,2,2,2,1,4,3,3,1,1,2,2,2,2,2,4,1,1,3,2,2,2,2,2,2,2,,1,1
"161619459",2,3,1,1,1,1,4,2,1,1,1,1,2,1,2,2,4,2,1,1,2,2,1,2,2,1,2,1,1,1
"161619730",4,4,4,3,3,2,3,3,1,2,2,1,2,1,1,2,4,3,2,3,2,2,1,2,1,2,2,,2,1
"161619851",3,1,3,3,2,3,3,2,3,3,1,1,2,2,2,2,2,2,1,4,1,1,2,2,1,1,2,1,1,1
"161620105",2,2,1,1,3,1,4,4,1,1,1,2,2,1,2,2,4,4,1,1,2,1,1,2,2,1,2,,1,1
"161620884",5,5,3,3,2,4,2,3,3,3,2,1,1,1,1,1,2,5,2,4,2,2,1,1,1,,1,,2,2
"161622272",3,5,2,1,2,1,4,3,1,2,1,2,2,1,2,2,4,2,1,4,2,1,1,,2,2,,,1,2
"161622306",2,3,2,1,1,2,4,3,1,1,1,2,2,2,2,2,4,1,1,2,2,1,2,2,2,2,2,2,1,1
"161624583",4,2,4,3,3,4,3,3,3,3,1,1,1,1,1,1,3,3,2,4,2,1,1,2,2,2,1,1,2,1
"161624597",2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,3,1,,2,2,1,2,2,,2,,1,1
"161624697",3,2,2,1,1,2,4,5,3,1,2,1,1,1,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2
"161624810",2,5,2,1,1,2,3,3,3,1,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,1,2,2,1,1
"161625038",4,5,3,2,2,2,3,2,1,2,1,1,1,2,2,2,2,4,2,4,2,1,1,2,1,1,2,1,1,1
"161625168",2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,4,2,1,1,2,1,1,,2,1,2,1,1,1
"161625912",5,4,5,2,1,4,2,2,3,5,1,1,1,1,2,2,3,5,2,4,1,1,,,1,1,1,1,2,2
"161626906",2,4,2,1,1,1,4,4,1,1,1,2,2,2,2,2,4,1,1,1,2,2,1,2,2,1,2,2,1,1
"161629425",2,3,3,1,1,1,4,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2
"161629941",3,4,3,2,2,4,3,3,3,4,1,1,1,1,2,1,2,3,2,4,,,1,,1,,1,1,2,1
"161633432",2,3,3,2,1,5,5,5,3,2,1,2,2,2,1,1,4,3,1,3,2,1,1,2,2,2,1,1,2,1
"161634809",2,3,2,1,2,1,4,4,1,1,1,2,2,2,2,2,4,4,1,1,2,1,1,2,2,1,2,1,1,1
"161638312",4,4,5,2,2,4,4,4,2,4,2,1,1,1,2,1,1,5,2,3,1,2,1,1,1,1,1,1,2,2
"161638597",4,4,6,3,3,4,3,4,3,3,2,1,1,2,2,2,2,5,2,2,2,2,1,2,1,2,2,1,2,2
"161640432",2,4,1,1,2,1,4,2,1,2,1,1,2,2,2,2,4,4,1,1,2,2,1,2,1,1,2,,1,1
"161641851",2,3,2,2,1,1,3,3,1,2,2,2,2,1,2,2,4,1,1,1,2,2,2,2,2,1,2,,1,1
"161645826",2,5,1,1,3,1,4,3,1,1,1,2,2,1,2,2,4,2,1,1,2,1,1,2,2,1,2,1,1,1
"161649201",2,2,2,1,3,1,4,3,1,2,1,1,2,1,2,2,4,3,1,1,2,1,1,2,2,1,2,1,1,1
"161652767",2,3,2,1,2,1,4,2,1,1,2,1,2,1,2,1,4,3,1,3,2,1,,2,2,,2,1,1,1
"161661669",3,4,2,2,2,2,3,5,3,1,1,1,2,2,2,2,4,3,1,3,2,1,1,1,2,1,2,,1,2
"161664734",3,4,6,3,3,4,2,3,3,3,2,1,2,1,2,2,3,5,1,3,1,2,2,1,1,1,1,1,2,2
"161680319",4,4,4,2,2,2,3,2,3,1,2,2,2,1,2,2,4,2,2,3,2,2,1,2,2,1,2,,1,1
"161684742",2,2,1,1,2,1,4,4,1,1,1,2,2,1,2,2,4,1,1,2,2,1,1,2,2,1,2,1,1,1
"161684769",3,3,2,2,2,4,4,3,3,4,2,1,1,1,1,1,1,3,2,4,2,,1,,1,1,,,1,2
"161685780",5,3,5,1,1,4,4,3,3,3,2,1,1,1,1,2,3,4,2,3,1,2,1,2,1,1,1,,1,2
"161693728",2,4,2,1,2,1,4,2,1,1,1,2,2,2,2,2,2,1,2,3,2,1,2,2,1,1,2,2,1,1
"161693822",2,1,2,2,2,4,4,4,2,4,2,1,1,1,1,1,4,2,1,4,1,1,1,2,2,2,1,,2,1
"161699515",4,3,3,2,2,2,3,5,2,2,1,1,1,2,1,1,4,5,2,3,2,2,1,2,2,1,2,1,1,2
"161701395",4,4,5,3,3,3,3,3,1,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2
"161702241",4,5,5,2,2,4,4,4,3,3,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2
"161702529",5,5,4,1,1,4,4,4,1,5,1,1,1,1,2,1,4,5,,,,,2,2,2,2,1,1,2,1
"161702569",3,3,2,2,2,1,2,2,1,1,2,2,2,1,1,2,4,3,1,3,2,2,,,2,2,2,1,1,1
"161702612",4,5,5,3,3,4,4,3,2,4,2,1,1,1,2,1,3,2,2,3,2,1,,2,1,,1,1,1,2
"161702746",3,4,4,1,3,4,4,3,3,2,2,2,1,1,2,1,2,4,1,3,1,1,1,1,1,2,1,1,2,1
"161702805",1,4,1,1,1,1,4,2,3,2,1,2,2,1,2,2,4,5,2,1,2,1,,,2,2,2,,1,1
"161702989",5,3,5,1,1,1,4,4,1,1,2,1,1,1,2,1,4,3,1,2,2,1,2,2,2,2,2,1,1,1
"161705627",5,5,3,1,1,4,4,4,3,4,2,1,1,1,1,1,2,3,2,4,2,2,2,2,1,2,1,1,2,2
"161706107",4,3,5,2,2,4,4,3,2,4,2,1,1,1,1,1,2,4,2,4,2,1,2,1,1,2,1,,2,2
"161706274",5,5,5,2,2,4,3,3,2,4,2,1,1,1,1,1,2,5,2,4,1,1,1,1,1,1,1,1,2,2
"161706278",5,4,5,2,2,4,4,3,3,3,1,1,2,1,2,1,2,5,2,3,,1,1,2,1,1,1,1,2,2
"161706362",2,3,2,1,1,2,4,2,1,1,1,2,2,1,2,1,4,2,1,2,2,1,1,2,2,1,2,1,1,1
"161707995",3,3,4,3,3,5,5,5,1,1,1,2,2,2,2,2,4,3,1,4,2,2,1,2,2,2,1,1,1,1
"161708452",4,3,6,2,3,4,2,3,3,3,2,1,1,1,1,1,2,3,2,4,2,2,2,2,1,2,1,1,2,2
"161708752",3,4,3,1,2,2,5,5,1,2,1,2,2,2,2,2,4,3,1,3,2,2,1,1,2,1,2,1,2,1
"161709934",2,3,2,1,1,1,3,4,1,1,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,1,2,1,1,1
"161710061",5,2,5,2,2,4,4,4,3,5,2,1,1,1,1,1,4,5,1,4,1,1,1,1,1,1,1,1,2,1
"161710191",5,5,5,3,1,4,4,1,3,2,2,1,1,1,1,1,4,2,1,2,1,1,1,2,1,1,1,1,2,2
"161710475",5,2,5,3,2,4,4,4,2,4,1,1,1,1,1,2,2,4,1,3,1,2,2,1,1,2,1,1,2,1
"161711917",1,4,1,1,3,1,4,2,1,2,2,1,1,1,2,2,4,3,2,1,2,1,2,1,2,1,2,2,1,1
"161712529",3,2,2,1,3,2,3,2,3,1,2,1,1,1,1,1,4,3,1,3,2,2,1,2,1,2,2,1,1,1
"161713193",4,5,4,2,2,4,4,4,2,4,2,1,1,1,1,1,4,4,2,4,1,2,1,2,1,2,1,1,2,2
"161713259",4,4,5,2,2,4,2,4,2,4,2,1,1,1,1,2,4,2,2,3,2,1,2,1,1,2,1,1,2,2
"161713367",2,3,2,1,1,1,4,4,1,1,1,2,2,1,2,2,4,3,1,1,2,2,1,2,2,1,2,1,1,1
"161713378",2,2,2,1,2,1,4,2,1,2,1,1,2,1,2,2,4,2,1,1,2,1,1,2,2,1,2,1,1,1
"161713705",3,3,3,1,1,3,4,3,1,2,2,1,2,1,2,2,3,2,2,3,1,1,1,1,2,2,2,1,2,2
"161713753",4,2,4,1,1,2,4,4,1,1,1,2,2,1,2,2,4,1,1,1,2,2,1,2,2,2,2,,1,1
"161713774",2,2,2,1,1,2,4,3,1,2,1,2,2,2,2,1,4,3,1,2,2,2,2,2,2,1,2,2,1,1
"161713968",5,2,5,2,2,4,3,4,1,4,2,2,2,2,2,1,1,5,2,4,1,1,1,2,1,2,1,,2,2
"161714032",2,2,2,2,1,2,3,3,1,1,1,1,2,1,2,2,3,3,2,1,2,1,1,2,2,2,2,1,1,1
"161714101",2,2,2,1,1,1,4,4,1,1,1,2,2,1,2,2,4,2,1,1,2,1,1,2,2,1,2,2,1,1
